YYYYMMDD,   TG,   TN,   TX,   SQ,   DR,   RH,   NG
  20150715,  179,  144,  211,    9,   16,   23,    8
  20150716,  196,  120,  251,  123,    0,   -1,    3
  20150717,  217,  175,  256,   76,    9,   41,    6
  20150718,  182,  145,  221,  104,    0,    0,    5
  20150719,  162,  119,  205,   46,   65,   97,    6
  20150720,  178,   96,  214,   36,    4,    5,    6
  20150721,  210,  175,  254,  114,    0,   -1,    4
  20150722,  195,  163,  231,   85,    0,    0,    6
  20150723,  178,  136,  217,  100,    0,    0,    4
  20150724,  184,  134,  233,   10,    3,    5,    8
  20150725,  149,  112,  183,   17,   66,  148,    6
  20150726,  148,   86,  209,   69,   60,   35,    5
  20150727,  166,  142,  197,   29,   49,  123,    8
  20150728,  152,  125,  189,   24,   85,  100,    8
  20150729,  141,  109,  176,   98,   18,   41,    4
  20150730,  138,   76,  181,   96,    7,   11,    3
  20150731,  133,   51,  194,  106,    0,    0,    4
  20150801,  151,   61,  220,  125,    0,    0,    1
  20150802,  177,   77,  242,  121,    0,    0,    2
  20150803,  215,  124,  300,  129,    0,    0,    2
  20150804,  180,  138,  215,   52,   37,   19,    5
  20150805,  189,  103,  250,  103,    0,    0,    4
  20150806,  205,  133,  284,  115,    0,    0,    2
  20150807,  206,  126,  270,  113,    0,    0,    2
  20150808,  187,  130,  230,  109,    0,    0,    2
  20150809,  186,  103,  243,   77,    0,   -1,    4
  20150810,  198,  147,  252,   48,    0,    0,    6
  20150811,  200,  137,  254,   35,    0,    0,    7
  20150812,  195,  163,  230,   58,    0,   -1,    6
  20150813,  217,  146,  284,  107,   10,  111,    3
  20150814,  209,  169,  254,   36,   22,   53,    7
  20150815,  184,  158,  221,   23,   60,   85,    8
  20150816,  150,  129,  166,    0,  155,  110,    8
  20150817,  143,  129,  152,    0,  198,  136,    8
  20150818,  146,  134,  168,    8,   45,   12,    8
  20150819,  165,  116,  225,   41,    0,   -1,    5
  20150820,  179,  104,  249,   94,    0,    0,    2
  20150821,  197,  137,  253,   78,    0,   -1,    4
  20150822,  207,  141,  265,  114,    0,    0,    1
  20150823,  197,  149,  259,   86,   39,   85,    3
  20150824,  179,  133,  231,   48,   16,   24,    7
  20150825,  167,  140,  199,   39,   71,  116,    7
  20150826,  202,  165,  252,   43,   19,  129,    7
  20150827,  157,  135,  185,    2,   63,   50,    7
  20150828,  154,   98,  209,   85,    2,    1,    4
  20150829,  170,   81,  236,  123,    5,   38,    3
  20150830,  200,  145,  253,   73,   47,  101,    6
  20150831,  209,  175,  265,   45,   31,   73,    7
  20150901,  161,  120,  195,   50,    0,   -1,    5
  20150902,  132,   79,  188,   59,   13,    3,    4
  20150903,  122,   66,  171,   58,    2,    3,    5
  20150904,  135,  116,  166,   15,  119,  411,    7
  20150905,  132,   93,  169,   42,   25,   35,    6
  20150906,  131,   91,  170,   43,   29,   10,    7
  20150907,  142,  123,  169,   35,   23,   10,    7
  20150908,  139,   82,  169,    3,    0,    0,    7
  20150909,  131,   71,  185,  112,    0,    0,    2
  20150910,  143,   91,  196,  110,    0,    0,    1
  20150911,  143,   93,  201,  120,    0,    0,    1
  20150912,  157,  113,  202,   13,   33,   15,    8
  20150913,  166,  125,  194,   71,    0,   -1,    6
  20150914,  145,  113,  198,   36,   43,  125,    6
  20150915,  125,   98,  159,   30,   12,   10,    5
  20150916,  154,  110,  192,    7,   44,   58,    7
  20150917,  144,  125,  164,    5,   66,   91,    7
  20150918,  139,   99,  184,   60,    0,    0,    5
  20150919,  134,   85,  175,   21,    6,   10,    7
  20150920,  135,   71,  181,   36,    0,    0,    7
  20150921,  146,  110,  186,   52,   24,   15,    6
  20150922,  131,   91,  174,   31,   31,   13,    7
  20150923,  132,  104,  173,   47,   29,   55,    6
  20150924,  126,  108,  157,    6,   35,   21,    7
  20150925,  116,   52,  168,   42,    0,   -1,    4
  20150926,  104,   34,  168,   63,    0,    0,    2
  20150927,  110,   46,  175,   83,    0,    0,    2
  20150928,  105,   44,  160,   25,    0,    0,    4
  20150929,  117,   58,  174,  105,    0,    0,    1
  20150930,  123,   81,  175,  106,    0,    0,    0
  20151001,  106,   49,  169,  105,    0,    0,    0
  20151002,  103,   33,  183,  105,    0,    0,    0
  20151003,  103,   44,  188,   72,    0,    0,    5
  20151004,  103,   46,  179,   86,    0,    0,    3
  20151005,  131,   57,  169,   34,   20,    6,    6
  20151006,  153,  131,  176,    4,   66,   63,    7
  20151007,  149,  137,  176,    9,   21,   27,    7
  20151008,  124,   58,  159,   19,    6,    2,    7
  20151009,  102,   40,  163,   70,    0,    0,    4
  20151010,  109,   59,  143,   69,    0,    0,    3
  20151011,   65,   23,  115,   98,    0,    0,    1
  20151012,   48,    9,  102,   82,    0,    0,    5
  20151013,   38,   12,   59,   17,    0,    0,    7
  20151014,   51,   20,   80,    0,   72,   28,    8
  20151015,   63,   28,   80,    0,  115,   74,    8
  20151016,   77,   67,   84,    0,  116,   59,    8
  20151017,   81,   73,   90,    0,   48,   14,    8
  20151018,   84,   37,  109,    8,    0,   -1,    8
  20151019,  105,   52,  125,    0,    0,    0,    8
  20151020,   95,   51,  126,    7,    9,    7,    7
  20151021,   97,   47,  125,    0,   74,   18,    8
  20151022,  119,   72,  148,    0,   81,   22,    7
  20151023,  114,   68,  141,    4,    0,    0,    8
  20151024,  118,  101,  138,    9,    5,    5,    8
  20151025,   99,   30,  143,   76,   10,    2,    5
  20151026,  105,   30,  158,   90,    0,    0,    3
  20151027,  111,   59,  173,   82,    0,    0,    2
  20151028,  106,   72,  133,    8,    0,   -1,    6
  20151029,  107,   49,  156,   47,    0,    0,    5
  20151030,  102,   65,  150,   62,    0,    0,    5
  20151031,   98,   65,  143,   89,    0,    0,    2
  20151101,   77,   30,  160,   80,    0,    0,    2
  20151102,   69,    9,  159,   85,    0,    0,    4
  20151103,   90,   13,  157,   76,    0,    0,    5
  20151104,  122,   77,  154,    3,    0,   -1,    7
  20151105,  133,  112,  154,    0,   66,   56,    8
  20151106,  155,  139,  171,    2,   77,   32,    8
  20151107,  164,  141,  185,    2,   14,   15,    8
  20151108,  131,   76,  173,   28,    5,    4,    7
  20151109,  136,  120,  160,    7,   65,   54,    8
  20151110,  145,  133,  156,    0,   28,   44,    8
  20151111,  127,  116,  138,    0,   21,   19,    8
  20151112,  133,  117,  153,   35,    0,    0,    7
  20151113,  114,   77,  136,   39,   16,   35,    5
  20151114,   97,   77,  119,    5,   87,   72,    8
  20151115,  143,  119,  150,    0,   62,  133,    8
  20151116,  125,  113,  137,    0,   27,   33,    8
  20151117,  135,  109,  156,    2,  118,  163,    8
  20151118,  131,  110,  145,   24,   12,    6,    7
  20151119,  112,   82,  138,    0,   41,   66,    8
  20151120,   79,   48,   97,    0,   18,   46,    7
  20151121,   43,    8,   63,   11,   72,  102,    6
  20151122,   26,    0,   57,   27,    3,    1,    4
  20151123,   32,  -26,   80,   42,    0,    0,    5
  20151124,   42,   31,   66,    0,  129,   83,    8
  20151125,   54,   22,   79,    9,   41,   79,    6
  20151126,   40,    0,   96,   54,    2,    3,    3
  20151127,   45,    8,   65,    0,   19,    7,    7
  20151128,   67,   45,   87,   47,   92,   83,    7
  20151129,  102,   74,  125,    0,   70,  126,    8
  20151130,   95,   65,  126,    0,  127,  220,    8
  20151201,   97,   68,  124,    0,   31,    8,    8
  20151202,  110,   94,  119,    0,    0,    0,    8
  20151203,   98,   84,  127,   14,    0,    0,    8
  20151204,   94,   82,  112,   64,   44,   60,    4
  20151205,   79,   72,   91,    7,    0,    0,    8
  20151206,  105,   74,  124,    6,   28,    7,    8
  20151207,  105,   88,  124,   11,   27,    6,    6
  20151208,   98,   73,  120,   34,   36,   31,    4
  20151209,   76,   54,   99,   62,    0,    0,    1
  20151210,   59,   49,   77,    2,    4,    1,    8
  20151211,   70,   54,   88,    0,   94,  107,    7
  20151212,   76,   33,  117,    9,   42,   24,    5
  20151213,   68,   39,  117,   18,   28,   24,    8
  20151214,   76,   64,  100,    7,    0,    0,    8
  20151215,   74,   48,   91,   39,    0,   -1,    8
  20151216,  114,   89,  129,    2,  103,   45,    8
  20151217,  136,  124,  153,   47,    4,    1,    8
  20151218,  118,  106,  130,    0,    4,    2,    8
  20151219,  122,  106,  141,    2,    1,    1,    8
  20151220,  116,   97,  137,   19,   12,    2,    7
  20151221,  104,   84,  118,   15,   50,   43,    7
  20151222,  130,  103,  144,    0,   20,   13,    8
  20151223,  106,   73,  133,   34,    4,    4,    5
  20151224,   98,   64,  134,   29,   10,   13,    6
  20151225,   96,   65,  140,    2,   22,   10,    7
  20151226,  131,  111,  144,   43,    0,    0,    6
  20151227,  118,  102,  131,    0,    0,   -1,    8
  20151228,   89,   65,  121,   56,    0,    0,    6
  20151229,   75,   54,  103,   24,    0,    0,    7
  20151230,   69,   49,   91,   64,    0,    0,    6
  20151231,   78,   55,  105,   45,   17,   17,    4
  20160101,   41,   -2,   75,    0,    0,    0,    7
  20160102,   54,   46,   63,    3,   70,   33,    8
  20160103,   69,   52,   82,   20,  112,   88,    8
  20160104,   57,   38,   70,    0,  115,  112,    8
  20160105,   68,   47,   77,    0,    7,    3,    8
  20160106,   26,   16,   47,    0,    4,    5,    8
  20160107,   61,   35,   79,    0,   58,  108,    8
  20160108,   54,   14,   83,   59,    0,    0,    1
  20160109,   56,   10,   79,    5,    5,    3,    7
  20160110,   69,   50,   90,   29,   22,   43,    7
  20160111,   48,   21,   67,    0,   20,   19,    7
  20160112,   58,   47,   72,   18,   72,  104,    8
  20160113,   50,   24,   70,   16,   33,   28,    6
  20160114,   35,   16,   53,    0,  101,  134,    8
  20160115,   24,  -12,   40,    4,    0,   -1,    7
  20160116,   27,  -16,   56,   29,   12,   16,    6
  20160117,  -10,  -56,   30,   60,    0,   -1,    1
  20160118,  -33,  -67,    0,   69,    0,    0,    5
  20160119,  -25,  -80,    7,   22,    0,   -1,    6
  20160120,   12,  -37,   53,    8,    0,   -1,    7
  20160121,  -12,  -43,   15,    5,    0,    0,    6
  20160122,    9,  -22,   57,   43,   50,   41,    5
  20160123,   66,   28,   90,   41,    0,    0,    6
  20160124,   77,   50,  104,    0,   47,   22,    8
  20160125,  107,   74,  146,   48,    0,    0,    6
  20160126,   92,   66,  111,   25,   31,   21,    7
  20160127,  109,   86,  124,    0,  105,  131,    8
  20160128,   67,   49,   90,   72,    9,    2,    4
  20160129,   85,   53,  100,    0,   43,   19,    8
  20160130,   74,   51,   99,    0,  120,  187,    7
  20160131,   68,   36,  108,    6,   78,   45,    7
  20160201,  115,  106,  119,    0,   21,    5,    8
  20160202,   89,   65,  114,   22,    4,    2,    7
  20160203,   50,   31,   70,   51,   27,   43,    5
  20160204,   51,   29,   77,    3,   51,   34,    7
  20160205,   87,   50,  109,    3,   25,    8,    8
  20160206,   94,   83,  106,    0,    5,    1,    8
  20160207,   85,   66,  111,   36,   44,   37,    8
  20160208,   85,   70,   99,   35,  102,  110,    8
  20160209,   53,   33,   82,    0,   63,   88,    7
  20160210,   48,   18,   83,   28,   56,   57,    7
  20160211,   38,  -16,   83,   67,    1,    2,    3
  20160212,   27,  -17,   66,   36,    0,   -1,    5
  20160213,   18,  -20,   44,   37,   24,    5,    5
  20160214,   14,    5,   26,    0,  235,  146,    8
  20160215,   23,  -31,   56,   55,    1,    1,    5
  20160216,   -3,  -50,   61,   86,    0,    0,    1
  20160217,  -13,  -52,   35,   84,    0,    0,    1
  20160218,   13,  -23,   31,    2,   51,   13,    8
  20160219,   39,   12,   83,   51,   20,    5,    6
  20160220,   82,   50,  111,    0,  123,   90,    8
  20160221,  104,   86,  116,    0,   79,   83,    8
  20160222,   68,   44,  113,    0,   58,   35,    8
  20160223,   43,    8,   79,   60,   14,   33,    4
  20160224,   23,  -14,   65,   60,    6,    4,    4
  20160225,   18,  -10,   54,   51,    9,   19,    5
  20160226,   21,   -7,   55,   17,    0,    0,    8
  20160227,   22,  -16,   63,   95,    0,    0,    5
  20160228,   22,  -17,   66,   85,    0,    0,    4
  20160229,   13,  -43,   67,   97,    0,    0,    1
  20160301,   20,  -54,   86,    0,   75,   61,    8
  20160302,   53,   27,   90,   36,   55,   68,    7
  20160303,   39,   -4,   84,   74,    7,    8,    5
  20160304,   10,  -25,   32,    5,   95,  125,    7
  20160305,    5,  -45,   64,   37,    3,    2,    5
  20160306,   30,    7,   73,   25,   19,   17,    7
  20160307,   25,   -8,   78,   46,   15,   25,    6
  20160308,   36,  -22,   83,   52,    0,   -1,    7
  20160309,   44,   14,   81,   44,    0,    0,    8
  20160310,   41,  -12,   92,   88,    0,    0,    7
  20160311,   32,  -15,   85,   95,    0,    0,    3
  20160312,   31,  -27,  101,  103,    0,    0,    0
  20160313,   39,  -16,   99,  100,    0,    0,    1
  20160314,   41,  -20,  104,  102,    0,    0,    7
  20160315,   46,   -6,   83,   17,    0,    0,    7
  20160316,   44,   -2,   90,   95,    0,    0,    1
  20160317,   57,    0,  120,  102,    0,    0,    1
  20160318,   52,   24,   68,    0,    0,   -1,    8
  20160319,   62,   51,   75,    0,    0,    0,    8
  20160320,   68,   42,   96,   23,   19,    7,    8
  20160321,   72,   58,   93,    0,   11,   12,    8
  20160322,   76,   46,  101,    9,    1,    1,    7
  20160323,   76,   62,  101,   28,   12,    3,    8
  20160324,   79,   66,   99,    0,    4,    1,    8
  20160325,   65,    0,   96,   17,   87,   44,    6
  20160326,   95,    6,  149,  102,    0,    0,    7
  20160327,   91,   55,  133,   36,   51,   73,    7
  20160328,   97,   75,  129,   62,   12,    9,    7
  20160329,   78,   55,  112,   38,   58,   83,    7
  20160330,   81,   43,  117,   80,    5,   12,    8
  20160331,   76,   31,  116,   15,    0,    0,    8
  20160401,   72,   12,  130,  104,    0,    0,    6
  20160402,  101,   37,  134,   14,    0,   -1,    8
  20160403,  152,  121,  204,   61,   33,   97,    7
  20160404,  124,   75,  158,   51,   28,   63,    7
  20160405,  106,   80,  133,   20,   41,   14,    7
  20160406,   89,   68,  117,   21,   26,   41,    6
  20160407,   73,   53,  104,   57,   24,   41,    5
  20160408,   67,   16,  115,   24,   25,   22,    7
  20160409,   92,   10,  149,   83,    0,    0,    8
  20160410,  107,   52,  157,  106,   25,   17,    3
  20160411,  132,   73,  182,  127,    0,   -1,    3
  20160412,  116,   50,  167,   67,   21,   30,    5
  20160413,   90,   36,  158,   80,    0,    0,    6
  20160414,  106,   29,  167,   77,    0,    0,    7
  20160415,  103,   89,  141,   16,  108,  101,    8
  20160416,   86,   54,  118,   51,   20,    7,    7
  20160417,   62,   10,  106,   84,   25,   43,    4
  20160418,   81,   -1,  130,   67,    0,   -1,    5
  20160419,   97,   40,  136,   87,    0,    0,    6
  20160420,   86,   30,  138,  114,    0,    0,    3
  20160421,  101,   27,  166,  127,    0,    0,    4
  20160422,   87,   57,  125,   46,    0,    0,    8
  20160423,   62,   30,   93,   74,   30,   30,    6
  20160424,   46,   21,   88,   94,   11,   22,    6
  20160425,   49,   17,   80,   17,   33,   41,    7
  20160426,   48,   13,   77,   41,   49,  119,    8
  20160427,   60,   32,  107,   69,   27,   28,    8
  20160428,   58,    7,   93,   97,    9,   10,    6
  20160429,   74,   46,  106,   14,   47,  100,    8
  20160430,   77,   28,  112,   58,    0,    0,    7
  20160501,   79,   -1,  141,  119,    0,    0,    3
  20160502,  115,   16,  179,  105,    1,    1,    8
  20160503,   97,   30,  140,  127,   18,   35,    3
  20160504,   95,   17,  160,  102,    0,    0,    5
  20160505,  128,   29,  188,  138,    0,    0,    7
  20160506,  164,   81,  236,  140,    0,    0,    7
  20160507,  195,   94,  258,  142,    0,    0,    4
  20160508,  201,  127,  252,  142,    0,    0,    0
  20160509,  202,  142,  253,  131,    0,    0,    4
  20160510,  189,  154,  221,    9,    0,   -1,    8
  20160511,  204,  141,  255,   83,    0,   -1,    7
  20160512,  202,  144,  251,  137,    0,    0,    3
